CatalogNumber,Country,NearestPlace,Locality,Material,Function,Period,CDLI,OriginalNumber,Date,Genre,Lines,PrimaryPublication,Transliteration,ImageURIs
BC.016024,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144010,YBC 01283,AS.UR3.04.--.--,archival,"obv7, rev9, RE1",SAT No. 810 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712118/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712119/format/3
BC.016025,Iraq,Drehem,,clay,tablet,Ur III,P143717,YBC 01284,$.UR3.46.04.23,archival,"obv11, rev11",SAT No. 517 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712120/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712121/format/3
BC.016026,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144332,YBC 01285,AS.UR3.09.06.--,archival,"obv9, rev6",SAT No. 1132 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712122/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712123/format/3
BC.016027,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P143596,YBC 01286,nd.UR3.--.--.--,archival,"obv6, rev3",SAT No. 396 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712124/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712125/format/3
BC.016028,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145191,YBC 01287,$.UR3.44.--.--,archival,"obv4, rev3+",SAT No. 1991 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712126/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712127/format/3
BC.016029,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144717,YBC 01288,$S.UR3.04.11.--,archival,"obv4, rev4",SAT No. 1517 (T),"sa2-du11 gu2-en-na, ur-d.gu-nu-ra",http://deliver.odai.yale.edu/content/repository/YPM/id/712128/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712129/format/3
BC.016030,Iraq,Drehem,,clay,tablet,Ur III,P142126,YBC 01289,AS.UR3.06.01.05,archival,"obv9, rev10, LeE1","YOS 4, 62 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712130/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712131/format/3
BC.016031,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142340,YBC 01290,$.UR3.40.--.--,archival,"obv7, rev3","YOS 4, 276 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712132/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712133/format/3
BC.016032,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142316,YBC 01291,AS.UR3.02.11.--,archival,"obv5, rev4","YOS 4, 252 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712134/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712135/format/3
BC.016033,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142339,YBC 01292,$S.UR3.09.03.--,archival,"obv6, rev4","YOS 4, 275 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712136/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712137/format/3
BC.016034,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142199,YBC 01293,nd.UR3.--.--.--,archival,"obv5, rev2","YOS 4, 135 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712138/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712139/format/3
BC.016035,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142067,YBC 01294,$S.UR3.06.--.--,archival,"obv8, rev8","YOS 4, 3 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712140/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712141/format/3
BC.016036,Iraq,Umma (Tell Jokha),,clay,tablet; case,Ur III,P142102,YBC 01295,$S.UR3.01.--.--,archival,"obv6, rev4 (tablet); obv6, rev4 (case)","YOS 4, 38 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712142/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712143/format/3
BC.016037,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142265,YBC 01296,$S.UR3.04.--.--,archival,"obv6, rev2","YOS 4, 201 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712144/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712145/format/3
BC.016038,Iraq,Umma (Tell Jokha),,clay,tablet; case,Ur III,P142094,YBC 01297,AS.UR3.01.11.--,archival,"obv3, rev5 (tablet); obv4, rev4 (case)","YOS 4, 30 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712146/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712147/format/3
BC.016039,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144073,YBC 01298,AS.UR3.05.--.--,archival,"obv5, rev7",SAT No. 873 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712148/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712149/format/3
BC.016040,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142166,YBC 01299,$.UR3.42.03.--,archival,"obv5, rev2","YOS 4, 102 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712150/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712151/format/3
BC.016041,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142219,YBC 01300,nd.UR3.--.--.--,archival,"obv5, rev2","YOS 4, 155 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712152/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712153/format/3
BC.016042,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145073,YBC 01301,$S.UR3.09.--.--,archival,"obv3, rev4",SAT No. 1873 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712154/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712155/format/3
BC.016043,Iraq,Umma (Tell Jokha),,clay,tag,Ur III,P293344,YBC 01302,nd.UR3.--.--.--,archival,0,unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/712156/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712157/format/3
BC.016044,Iraq,Drehem,,clay,tablet,Ur III,P145114,YBC 01303,nd.UR3.--.--.--,archival,"obv12, rev13",SAT No. 1914 (T),$a3-bi-ta,http://deliver.odai.yale.edu/content/repository/YPM/id/712158/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712159/format/3
BC.016045,Iraq,Drehem,,clay,tablet,Ur III,P142317,YBC 01304,AS.UR3.02.11.--,archival,"obv5, rev7","YOS 4, 253 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712160/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712161/format/3
BC.016046,Iraq,Drehem,,clay,tablet,Ur III,P142315,YBC 01305,--.UR3.--.--.25,archival,"obv8, rev4","YOS 4, 251 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712162/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712163/format/3
BC.016047,Iraq,Drehem,,clay,tablet,Ur III,P145359,YBC 01306,--.UR3.--.08.30,archival,"obv10, rev2",SAT No. 1306 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712164/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712165/format/3
BC.016048,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145005,YBC 01307,$S.UR3.07.--.--,archival,"obv9, rev8",SAT No. 1805 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712166/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712167/format/3
BC.016049,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144290,YBC 01308,AS.UR3.08.--.--,archival,"obv5, rev2",SAT No. 1090 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712168/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712169/format/3
BC.016050,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145360,YBC 01309,nd.UR3.--.--.--,archival,obv7,SAT No. 2160 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712170/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712171/format/3
BC.016051,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142288,YBC 01310,$.UR3.47.05.--,archival,"obv9, rev8","YOS 4, 224 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712172/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712173/format/3
BC.016052,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144252,YBC 01311,AS.UR3.07.12.--,archival,"obv6, rev2",SAT No. 1052 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712174/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712175/format/3
BC.016053,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145198,YBC 01312,IS.UR3.03.12.--,archival,"obv5, rev6","SAT No. 1998 (T); Paoletti, BPOA 10,p. 506-7 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712176/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712177/format/3
BC.016054,Iraq,Drehem,,clay,tablet,Ur III,P143408,YBC 01313,nd.UR3.--.--.--,archival,"obv3, rev1","SAT No. 207 (T); Paoletti, BPOA 10, p. 496 (T, Tr)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712178/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712179/format/3
BC.016055,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P145004,YBC 01314,$S.UR3.07.01.--,archival,"obv8, rev3",SAT No. 1804 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712180/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712181/format/3
BC.016056,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P293345,YBC 01315,$S.UR3.05.--.--,archival,"obv5, rev3",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/712182/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712183/format/3
BC.016057,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142080,YBC 01316,AS.UR3.05.09.--,archival,"obv5, LoE1, rev7, UE1, RE1","YOS 4, 16 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712184/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712185/format/3
BC.016058,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142181,YBC 01317,nd.UR3.--.--.--,archival,"obv7, rev5","YOS 4, 117 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712186/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712187/format/3
BC.016059,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142230,YBC 01318,AS.UR3.04.--.--,archival,"obv6, rev1","YOS 4, 166 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/712188/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/712189/format/3
BC.016173,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P144722,YBC 01432,$S.UR3.04.10.--,archival,"obv5, rev3",SAT No. 1522 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/715963/format/3
BC.016222,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P142160,YBC 01481,IS.UR3.03.12.--,archival,"obv4, rev3","YOS 4, 96 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/598371/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598372/format/3
BC.016360,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P143813,YBC 01619,$.UR3.47.--.--,archival,"obv4, rev3",SAT No. 613 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/598373/format/3
BC.016363,Iraq,Drehem,,clay,tablet,Ur III,P144571,YBC 01622,$S.UR3.03.12.--,archival,"obv11, rev7",SAT No. 1371 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/712668/format/3
BC.016534,Iraq,Drehem,,clay,tablet,Ur III,P142357,YBC 01793,IS.UR3.02.10.xx,archival,obv11 in 2 cols,"YOS 4, 293 (C)",,http://deliver.odai.yale.edu/content/repository/YPM/id/598374/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598375/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598376/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598377/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598378/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598379/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598380/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598381/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598382/format/3
BC.016569,,,,clay,tablet,Old Babylonian,P304404,YBC 01828,,canonical,"obv11, rev10",,,http://deliver.odai.yale.edu/content/repository/YPM/id/598383/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598384/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598385/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598386/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598387/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598388/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598389/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598390/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598391/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598392/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598393/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598394/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598395/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598396/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598397/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598398/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598399/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598400/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598401/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598402/format/3
BC.016610,,,,clay,tablet,Old Babylonian,P304444,YBC 01869,SAIL.BA.03.10.10+,archival,"obv7, rev8, UE2",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/598403/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598404/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598405/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598406/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598407/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598408/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598409/format/3
BC.016619,,,,clay,tablet,Old Babylonian,P304453,YBC 01878,--.07.11,archival,"obv4, rev1",unpublished,1 $a3-ga-du3 babbar(?) 1 gin2 ku3-bi nig2-ba Awiyatum; $a Sin- ... ba-zi,http://deliver.odai.yale.edu/content/repository/YPM/id/713789/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713790/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713791/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713792/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713793/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713794/format/3
BC.016620,,,,clay,tablet,Old Babylonian,P304454,YBC 01879,SAIL.BA.06.06.15,archival,"obv4, LoE1, rev6, UE2",unpublished,ki Iddin-I$tar Lulimmu $u-ba-an-ti iti.sig4-a $e i3-ag2-e,http://deliver.odai.yale.edu/content/repository/YPM/id/713795/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713796/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713797/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713798/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713801/format/3
BC.016621,,,,clay,tablet,Old Babylonian,P304455,YBC 01880,SAIL.BA.xx.07.--,archival,"obv5, LoE1+, rev4, UE1",unpublished,6 $e-gur ina 20 gur-$e $a pi kaniki $a Karamum ... kamannut e2 Sin(?),http://deliver.odai.yale.edu/content/repository/YPM/id/713803/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713804/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713805/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713806/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713807/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713808/format/3
BC.016622,,,,clay,tablet,Old Babylonian,P304456,YBC 01881,nd,archival,"obv6, rev2",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/713809/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713810/format/3
BC.016623,,,,clay,tablet,Old Babylonian,P304457,YBC 01882,SAIL.BA.19.01.01?,archival,"obv5, LoE1, rev6, UE3",unpublished,,http://deliver.odai.yale.edu/content/repository/YPM/id/713812/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713811/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713813/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713814/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598410/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598411/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598412/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598413/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598414/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598415/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598416/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598417/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598418/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598419/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598420/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598421/format/3
BC.016624,,,,clay,tablet,Old Babylonian,P304458,YBC 01883,HARA.BA.38.11.--,archival,"obv6, rev3",unpublished,$u-ti-a ugula nam-1 nig2-$u Warad-$ID-mu.ki,http://deliver.odai.yale.edu/content/repository/YPM/id/713815/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713816/format/3
BC.016625,,,,clay,tablet,Early Old Babylonian,P304459,YBC 01884,nd,archival,"obv5, rev7",unpublished,names of principals unclear,http://deliver.odai.yale.edu/content/repository/YPM/id/713817/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713818/format/3
BC.016626,,,,clay,tablet,Old Babylonian,P304460,YBC 01885,RISI.LA.45.08.--,archival,"obv4, rev5, UE1",unpublished,1/2 ma-na an(!?)-na ku3-bi 2 1/2 gin2 1/2 ma-na BU-tum ku3-bi 1/3 gin2 $a anaku ana $ullumim ublakum; $u-ti-a $alimum(!),http://deliver.odai.yale.edu/content/repository/YPM/id/713819/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713820/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598422/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598423/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598424/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598425/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598426/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598427/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598428/format/3
BC.016627,Iraq,Umma (Tell Jokha),,clay,tablet,Ur III,P143285,YBC 01886,$.UR3.45.03.xx,archival,"obv6, rev6",SAT No. 86 (T),,http://deliver.odai.yale.edu/content/repository/YPM/id/713821/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/713822/format/3
BC.016639,,,,clay,tablet,Old Babylonian,P304469,YBC 01898,RISI.LA.31.03.--,archival,"obv4, rev2",unpublished,2 gin2 an-na $u-ti-a Rim-Sin-rapa$anu gir3 $ama$-gamil,http://deliver.odai.yale.edu/content/repository/YPM/id/598429/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598430/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598431/format/3
BC.016644,,,,clay,tablet,Old Babylonian,P304474,YBC 01903,SAIL.BA.05.09.01,archival,"obv8, LoE1+, rev5",unpublished,10 gin2 ku3-babbar ku3 nam-tab-ba $a $ep-Sin ki Sin-muballit dumu Ili-iddinam <$u-ba-an-ti> um irri$u ku3-babbar u nemelam i3-lal-e,http://deliver.odai.yale.edu/content/repository/YPM/id/598432/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598433/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598434/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598435/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598436/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598437/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598438/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598439/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598440/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598441/format/3
BC.016677,,,,clay,tablet,Old Babylonian,P304507,YBC 01936,SAIL.BA.06.11.25,archival,"obv4, LoE1, rev2",unpublished,mu-tum2 Sin-tappe-ilika(?) namharti Apil-ilim,http://deliver.odai.yale.edu/content/repository/YPM/id/598442/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598443/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598444/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598445/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/598446/format/3
